communityCollege
s,6.7
s,6.2
s,7.7
s,0.0001893939393939394
s,5.9
s,0.9
s,3.2
s,6.7
s,3.3
s,0.3
s,6.1
f,2.2
f,1.3
f,2.9
f,2.9
f,1.5
f,1.2
f,1.2
f,3.4
f,2.0
f,1.9
f,3.0
f,2.5
f,1.1
f,3.3
f,1.2
f,3.7
f,1.2
f,2.7
f,4.6
f,4.2
f,2.0
f,0.8
f,1.3
f,3.4
f,2.1
f,1.3
f,3.0
f,0.8
f,2.6
f,0.022916666666666665
f,1.2
f,2.8
f,3.7
f,2.1
g,0.02859848484848485
g,2.7
s,6.5
s,6.2
s,6.1
s,3.6
s,3.5
s,0.8
s,6.9
s,2.5
s,7.5
s,3.6
s,8.0
s,0.023674242424242424
s,3.1
f,0.0001893939393939394
f,0.5
f,2.3
f,0.5
f,0.3
f,3.1
f,3.7
f,0.4
f,0.4
f,3.9
f,2.6
f,0.5
f,0.3
f,4.1
f,2.6
f,4.7
f,1.5
f,2.7
f,0.4
f,4.2
f,4.6
f,0.3
f,1.9
f,4.6
f,4.0
f,0.3
f,0.3
f,0.4
f,2.6
f,4.4
f,4.8
g,0.3
g,0.4
g,0.3
g,0.7
g,0.3
s,7.0
s,6.8
s,0.0001893939393939394
s,0.6
s,4.0
s,7.7
s,4.4
s,6.6
s,0.3
s,7.0
s,0.4
stateUniversity
f,0.5
f,0.4
f,0.5
f,0.3
f,0.5
f,0.6
f,0.4
f,0.3
f,0.6
f,0.5
f,0.4
f,0.5
f,3.1
f,0.2
f,0.5
f,0.4
f,1.1
f,0.3
f,0.4
f,0.3
f,0.09071969696969696
f,0.1
f,0.1
f,0.3
f,0.4
f,0.4
f,0.6
f,0.7
g,0.3
g,1.3
g,0.3
g,0.3
g,1.4
g,1.3
g,0.9
g,0.5
g,0.4
g,0.4
s,0.5
s,2.4
s,1.0
s,0.6
s,0.6
s,6.5
s,2.7
s,0.8
s,2.3
s,0.8
s,0.4
s,0.3
s,0.0001893939393939394
f,4.3
f,0.4
f,0.7
f,0.3
f,0.4
f,0.4
f,1.6
f,0.2
f,0.4
f,0.042234848484848486
f,1.5
f,0.06950757575757575
f,1.4
f,1.6
f,1.0
f,1.9
f,0.2
f,4.7
f,1.1
f,3.7
f,0.6
f,0.4
f,1.0
f,1.3
f,4.5
f,4.5
f,1.2
f,1.0
f,0.3
f,0.7
f,0.1
f,0.6
f,0.8
f,1.1
f,4.0
f,4.6
f,3.3
f,0.014962121212121211
g,0.6
g,3.8
g,2.5
g,2.7
g,1.4
g,0.4
s,0.3
s,2.5
s,5.9
s,0.4
s,0.4
s,2.2
s,3.5
s,0.024242424242424242
s,6.3
s,4.4
s,0.0001893939393939394
s,0.7
privateUniversity
f,1.5
f,0.8
f,1.8
f,2.3
f,1.3
f,0.5
f,2.7
f,0.6
f,2.3
f,1.5
f,4.7
f,0.7
f,1.6
f,0.3
f,1.6
f,3.8
f,2.1
f,0.6
f,2.8
f,1.3
f,5.0
f,4.2
f,2.2
f,2.1
f,2.6
f,1.4
f,1.4
f,1.6
f,3.4
f,2.4
f,3.2
g,3.5
g,4.8
g,2.4
g,1.7
g,2.6
g,1.5
s,6.6
s,5.5
s,6.4
s,6.5
s,6.5
s,4.6
s,1.4
s,6.7
s,4.2
s,3.3
s,6.6
s,5.8
s,4.1
s,3.2
f,1.2
f,1.2
f,1.8
f,2.1
f,2.0
f,1.3
f,1.3
f,3.6
f,0.4
f,4.0
f,4.3
f,2.4
f,1.7
f,0.9
f,1.7
f,1.9
f,3.7
f,1.7
f,4.1
f,1.1
f,2.1
f,0.4
f,1.3
f,1.9
f,4.4
g,1.8
g,0.7
s,0.7
s,0.7
s,2.1
s,2.6
s,0.0001893939393939394
s,0.9
s,7.3
s,3.0
s,2.7
s,4.4
s,6.3
s,2.2
s,1.4
s,0.9
f,0.9
f,0.6
f,1.0
f,0.3
f,4.5
f,0.6
f,0.7
f,0.7
f,0.8
f,0.5
f,0.3
f,4.9
f,3.0
f,0.7
f,2.6
f,3.5
f,0.7
f,0.8
f,0.7
f,0.4
f,0.5
f,4.6
f,4.7
f,0.8
f,0.9
f,3.2
f,0.6
f,1.1
f,0.5
f,1.4
f,0.8
f,0.7
f,1.0
g,3.0
g,2.6
g,4.1
s,2.5
s,5.6
s,6.8
s,0.8
s,5.3
s,0.0001893939393939394
s,0.3
s,2.8
s,2.5
s,4.4
s,6.9
s,7.0
s,3.5
s,4.9
f,1.7
f,2.8
f,0.8
f,1.5
f,0.2
f,0.8
f,0.7
f,0.4
f,4.3
f,1.6
f,3.5
f,0.4
f,0.5
f,2.5
f,1.6
f,1.3
f,1.6
f,4.2
f,3.2
f,0.2
f,1.1
f,4.2
f,2.2
f,3.7
f,0.8
f,1.6
f,1.4
f,1.2
f,0.1
f,0.6
f,1.5
f,2.2
f,4.2
g,2.7
g,2.7
g,2.2
g,3.6
g,0.6
g,2.1
g,2.7
s,0.4
s,7.3
s,7.3
s,2.3
s,3.9
s,1.3
s,2.4
s,7.3
s,1.9
s,4.9
s,2.0
f,0.4
f,0.2
f,1.5
f,1.3
f,4.1
f,0.1
f,0.3
f,0.6
f,1.2
f,0.02803030303030303
f,1.5
f,4.1
f,0.03295454545454545
f,0.5
f,0.05037878787878788
f,0.7
f,0.3
f,2.5
f,3.0
f,5.0
f,4.4
f,0.2
f,4.2
f,2.0
f,4.4
f,1.1
f,1.3
f,0.3
f,3.8
f,0.09375
f,2.6
f,4.7
g,0.5
g,2.7
g,4.6
g,3.0
g,2.3
g,0.2
g,3.4
g,4.4
s,0.2
s,4.6
s,3.0
s,1.0
s,0.2
s,0.0001893939393939394
s,1.0
s,3.0
s,3.1
s,6.9
s,4.2
s,5.7
s,3.5
s,0.9
s,3.0
s,5.7
s,6.4
f,1.4
f,0.1
f,2.1
f,0.7
f,4.9
f,0.8
f,2.1
f,0.9
f,0.2
f,0.4
f,2.0
f,3.7
f,2.3
f,0.1
f,0.6
f,0.3
f,0.2
f,0.1
f,3.0
f,1.8
g,0.5
g,2.9
g,0.5
g,0.2
s,0.1
s,4.4
s,7.0
s,3.7
s,0.0001893939393939394
s,1.8
s,6.6
s,2.1
s,2.6
s,4.5
s,2.0
s,7.0
s,6.0
f,1.4
f,1.7
f,2.0
f,2.6
f,0.08087121212121212
f,0.6
f,2.0
f,1.8
f,2.1
f,2.0
f,2.5
f,2.0
f,3.2
f,2.5
f,2.7
f,1.3
f,4.3
f,2.0
f,3.3
f,0.056628787878787876
f,2.9
f,3.5
f,2.0
f,2.0
f,3.0
f,3.0
f,0.07026515151515152
f,2.0
f,2.1
f,1.7
f,0.9
f,2.9
g,3.8
g,2.9
g,3.0
g,2.9
g,3.5
g,2.9
s,0.5
s,2.7
s,2.9
s,3.2
s,5.4
s,3.3
s,5.4
s,3.3
s,2.7
s,3.2
s,3.6
s,1.4
f,0.3
f,1.4
f,0.2
f,2.0
f,3.0
f,2.5
f,3.4
f,0.7
f,0.4
f,0.5
f,0.7
f,1.5
f,3.7
f,4.4
f,1.6
f,0.7
f,0.4
f,2.0
f,0.2
f,0.5
f,2.0
f,0.4
f,1.6
g,0.0001893939393939394
g,1.5
g,0.0001893939393939394
g,4.6
g,1.2
g,0.6
s,7.3
s,6.9
s,7.1
s,3.1
s,1.8
s,1.8
s,4.0
s,0.6
s,7.3
s,1.6
s,7.0
s,7.7
s,1.3
s,0.0001893939393939394
s,4.4
s,3.7
s,7.7
s,2.9
ivyLeague
f,3.9
f,4.9
f,0.1
f,0.1
f,0.02234848484848485
g,0.07708333333333334
s,0.02803030303030303
f,2.1
f,2.5
f,1.0
f,1.7
f,1.0
f,1.9
f,1.7
f,0.3
f,2.1
f,2.3
f,2.0
f,0.7
f,0.4
f,2.7
f,2.0
f,0.4
f,3.3
f,0.5
f,1.4
g,0.4
g,2.1
g,2.4
s,1.9
s,2.1
s,2.7
s,2.0
s,2.0
s,0.4
s,1.9
f,1.6
f,0.8
f,1.1
f,0.5
f,0.5
f,0.8
f,1.4
f,1.4
f,0.009848484848484848
f,0.7
f,0.7
f,0.8
f,3.3
f,1.1
f,0.8
f,0.8
f,1.3
f,0.5
f,0.3
f,0.2
f,1.1
f,3.3
f,3.1
f,0.2
g,0.0001893939393939394
g,2.3
g,1.0
g,0.8
s,0.3
s,1.2
s,2.6
s,0.9
s,1.6
s,7.3
s,0.8
s,6.6
s,0.9
s,6.1
s,5.8
s,7.2
s,5.7
s,3.3
f,2.9
f,3.8
f,4.0
f,3.9
f,3.8
f,1.6
f,2.3
f,1.4
f,4.0
f,4.5
f,5.0
f,3.1
f,4.9
f,1.3
f,3.1
f,0.1
f,3.9
f,0.3
f,1.3
g,1.5
g,4.0
g,3.1
g,4.0
g,3.8
s,0.2
s,4.3
s,0.06458333333333334
s,3.2
s,2.5
s,4.7
s,5.0
s,2.6
s,4.3
s,5.0
s,2.9
f,1.0
f,1.1
f,2.2
f,1.6
f,1.3
f,1.7
f,1.4
f,2.0
f,0.9
f,1.2
f,1.2
f,0.0001893939393939394
f,1.0
f,0.0001893939393939394
f,2.3
f,2.3
f,1.4
f,0.4
f,0.8
f,1.7
f,1.9
f,0.6
f,1.0
f,0.6
f,0.9
f,0.5
f,1.5
f,0.0001893939393939394
f,2.2
f,0.4
f,3.0
f,0.6
g,0.0001893939393939394
g,0.9
g,1.6
g,1.9
g,0.0001893939393939394
g,1.9
s,0.0001893939393939394
s,7.0
s,2.2
s,1.8
s,1.3
s,0.0001893939393939394
s,0.9
s,1.9
s,0.8
s,0.9
s,1.6
s,1.7
s,0.0001893939393939394
s,0.9
f,3.9
f,1.2
f,1.2
f,1.8
f,2.2
f,0.3
f,2.4
f,3.2
f,1.5
f,0.3
f,1.3
f,1.8
f,3.6
f,0.5
f,3.4
f,0.6
f,0.5
f,0.3
f,0.8
f,0.9
g,4.2
g,0.7
g,3.9
g,0.9
s,0.4
s,3.0
s,6.9
s,0.6
s,0.5
s,3.8
s,0.3
s,0.5
s,3.2
s,3.8
s,2.6
s,6.9
s,2.1
f,1.6
f,1.2
f,1.9
f,1.5
f,1.6
f,0.8
f,0.3
f,1.8
f,2.0
f,1.2
f,0.9
f,4.0
f,0.5
f,0.2
f,0.2
f,0.5
f,0.2
f,2.5
f,0.8
g,0.9
g,2.5
g,1.9
s,0.1
s,5.8
s,1.0
s,1.8
s,6.3
s,3.6
s,1.0
s,5.2
s,4.6
f,3.8
f,1.2
f,1.1
f,2.0
f,1.4
f,2.8
f,0.5
f,2.1
f,2.9
f,1.3
f,0.8
f,0.5
f,0.6
f,0.7
f,0.6
f,0.2
f,0.9
f,0.6
g,2.2
g,2.8
s,0.7
s,7.3
s,5.3
s,0.7
s,5.2
s,4.5
s,5.2
s,5.4
s,4.8
s,4.4
s,0.8
